time 	curr	srvc	payld	bdw	NoC	InPort	target_router
46436	513	17	2	2	2	N	513
46437	0	29	2	2	2	L	0
46437	1	29	2	2	2	N	1
46437	513	2	2	2	1	L	0
46438	1	2	2	2	1	L	0
46432	0	31	2	9	1	S	0
46440	0	17	2	2	2	L	513
46442	0	2	2	2	1	S	0
46443	0	17	2	2	2	L	256
46423	1	2	2	22	1	E	0
46439	257	2	2	7	1	E	0
46445	256	17	2	2	2	W	513
46446	512	17	2	2	2	W	513
46368	2	2	2	81	1	E	0
46448	513	17	2	2	2	N	513
46449	256	17	2	2	2	W	256
46453	1	2	2	2	1	L	0
46454	512	31	2	2	1	L	0
46456	256	31	2	2	1	E	0
46457	0	31	2	2	1	E	0
46457	512	31	2	2	1	L	0
46460	256	31	2	2	1	E	0
46464	0	29	2	2	2	L	2
46466	1	29	2	2	2	N	2
46467	2	29	2	2	2	N	2
46473	0	2	2	2	1	L	0
46473	0	29	2	2	2	L	257
46475	256	29	2	2	2	W	257
46476	0	29	2	2	2	L	256
46477	257	29	2	2	2	N	257
46445	0	2	2	36	1	S	0
46479	256	29	2	2	2	W	256
46433	1	2	2	49	1	S	0
46481	0	29	2	2	2	L	0
46461	0	31	2	23	1	E	0
46484	0	29	2	2	2	L	514
46487	0	17	2	2	2	L	257
46487	256	29	2	2	2	W	514
46482	0	2	2	8	1	S	0
46488	512	29	2	2	2	W	514
46489	2	2	2	2	1	L	0
46490	0	29	2	2	2	L	257
46490	513	29	2	2	2	N	514
46491	256	17	2	2	2	W	257
46491	514	29	2	2	2	N	514
46493	0	19	2	2	2	L	8192
46493	257	17	2	2	2	N	257
46491	0	2	2	5	1	S	0
46495	256	29	2	2	2	W	257
46446	1	2	2	51	1	E	0
46496	0	19	2	2	2	L	8192
46497	0	2	2	2	1	S	0
46497	257	29	2	2	2	N	257
46484	1	2	2	16	1	S	0
46499	0	29	2	2	2	L	2
46499	257	2	2	2	1	L	0
46484	2	2	2	17	1	E	0
46500	0	2	2	2	1	S	0
46502	0	29	2	2	2	L	512
46503	0	2	2	2	1	S	0
46501	1	2	2	5	1	E	0
46505	0	29	2	2	2	L	1
46506	0	2	2	2	1	S	0
46506	256	9	3	3	1	L	0
46501	1	2	2	8	1	S	0
46507	1	29	2	2	2	N	2
46508	0	17	2	2	2	L	257
46508	2	29	2	2	2	N	2
46509	0	2	2	2	1	S	0
46508	0	9	3	3	1	E	0
46511	0	29	2	2	2	L	258
46511	256	29	2	2	2	W	512
46512	512	29	2	2	2	W	512
46513	514	2	2	2	1	L	0
46514	0	29	2	2	2	L	1
46515	1	29	2	2	2	N	1
46515	258	2	2	2	1	E	0
46512	0	2	2	6	1	S	0
46516	2	2	2	2	1	E	0
46517	0	19	2	2	2	L	8192
46510	1	2	2	9	1	S	0
46519	256	17	2	2	2	W	257
46521	0	2	2	2	1	L	0
46521	257	17	2	2	2	N	257
46522	257	2	2	2	1	L	0
46523	256	29	2	2	2	W	258
46524	1	2	2	2	1	E	0
46525	257	29	2	2	2	N	258
46526	258	29	2	2	2	N	258
46527	1	29	2	2	2	N	1
46530	2	2	2	2	1	L	0
46520	0	20	10	15	2	L	8192
46534	512	9	3	3	1	L	0
46536	256	9	3	3	1	E	0
46537	0	9	3	3	1	E	0
46536	0	29	4	4	2	L	512
46546	1	2	2	2	1	L	0
46548	258	2	2	2	1	L	0
46549	1	2	2	2	1	L	0
46551	0	29	2	2	2	L	0
46551	256	29	4	4	2	W	512
46552	512	29	4	4	2	W	512
46567	0	29	2	2	2	L	1
46569	1	29	2	2	2	N	1
46570	0	29	2	2	2	L	513
46573	0	29	2	2	2	L	513
46573	256	29	2	2	2	W	513
46574	512	29	2	2	2	W	513
46576	0	29	2	2	2	L	258
46576	513	29	2	2	2	N	513
46550	2	2	2	28	1	E	0
46577	256	29	2	2	2	W	513
46578	512	29	2	2	2	W	513
46579	0	29	2	2	2	L	256
46580	513	29	2	2	2	N	513
46574	0	2	2	9	1	S	0
46581	256	29	2	2	2	W	258
46582	0	17	2	2	2	L	513
46521	1	2	2	63	1	S	0
46583	257	29	2	2	2	N	258
46584	0	2	2	2	1	S	0
46584	258	29	2	2	2	N	258
46585	0	17	2	2	2	L	512
46585	256	29	2	2	2	W	256
46589	256	17	2	2	2	W	513
46590	512	17	2	2	2	W	513
46592	513	17	2	2	2	N	513
46593	256	17	2	2	2	W	512
46594	512	17	2	2	2	W	512
46595	0	2	2	2	1	L	0
46599	513	2	2	2	1	L	0
46600	258	2	2	2	1	L	0
46601	257	2	2	2	1	E	0
46608	256	31	2	2	1	L	0
46610	0	31	2	2	1	E	0
46615	513	2	2	2	1	L	0
46617	257	2	2	2	1	E	0
46620	0	29	2	2	2	L	512
46622	256	29	2	2	2	W	512
46623	0	29	2	2	2	L	257
46623	512	29	2	2	2	W	512
46587	0	2	2	39	1	S	0
46602	1	2	2	25	1	E	0
46626	0	29	2	2	2	L	0
46626	256	29	2	2	2	W	257
46628	257	29	2	2	2	N	257
46629	0	29	2	2	2	L	2
46632	0	17	2	2	2	L	258
46627	0	2	2	8	1	S	0
46585	1	2	2	51	1	S	0
46634	1	29	2	2	2	N	2
46635	0	19	2	2	2	L	8192
46635	2	29	2	2	2	N	2
46636	0	2	2	2	1	S	0
46638	0	29	2	2	2	L	256
46638	256	17	2	2	2	W	258
46639	0	2	2	2	1	S	0
46628	1	2	2	14	1	E	0
46640	257	17	2	2	2	N	258
46641	0	29	2	2	2	L	0
46641	258	17	2	2	2	N	258
46642	0	2	2	2	1	S	0
46637	1	2	2	8	1	S	0
46644	0	29	2	2	2	L	257
46602	2	2	2	44	1	E	0
46645	0	2	2	2	1	S	0
46646	256	29	2	2	2	W	256
46650	0	2	2	2	1	L	0
46650	257	2	2	2	1	L	0
46651	2	2	2	2	1	L	0
46651	512	9	3	3	1	L	0
46652	1	2	2	2	1	E	0
46653	256	9	3	3	1	E	0
46654	256	29	2	2	2	W	257
46654	0	9	3	3	1	E	0
46656	257	29	2	2	2	N	257
46668	256	9	3	3	1	L	0
46678	257	2	2	2	1	L	0
46680	0	29	2	2	2	L	1
46682	1	29	2	2	2	N	1
46688	0	29	2	2	2	L	514
46690	256	29	2	2	2	W	514
46691	512	29	2	2	2	W	514
46648	0	2	2	46	1	S	0
46692	0	29	2	2	2	L	514
46647	1	2	2	48	1	S	0
46693	513	29	2	2	2	N	514
46694	256	29	2	2	2	W	514
46694	514	29	2	2	2	N	514
46695	0	29	2	2	2	L	1
46695	512	29	2	2	2	W	514
46696	0	9	3	3	1	E	0
46697	513	29	2	2	2	N	514
46698	0	17	2	2	2	L	257
46698	1	29	2	2	2	N	1
46698	514	29	2	2	2	N	514
46701	0	29	2	2	2	L	2
46695	0	2	2	9	1	S	0
46702	256	17	2	2	2	W	257
46680	1	2	2	25	1	E	0
46704	0	17	2	2	2	L	1
46704	1	2	2	2	1	L	0
46704	257	17	2	2	2	N	257
46706	1	29	2	2	2	N	2
46707	0	29	2	2	2	L	512
46707	2	29	2	2	2	N	2
46705	0	2	2	6	1	S	0
46710	0	29	2	2	2	L	0
46696	1	2	2	16	1	S	0
46710	1	17	2	2	2	N	1
46712	0	2	2	2	1	S	0
46712	514	2	2	2	1	L	0
46713	0	2	2	2	1	L	0
46713	0	17	2	2	2	L	2
46714	256	29	2	2	2	W	512
46714	258	2	2	2	1	E	0
46715	0	2	2	2	1	S	0
46715	512	29	2	2	2	W	512
46715	2	2	2	2	1	E	0
46716	0	17	2	2	2	L	256
46722	1	17	2	2	2	N	2
46723	2	17	2	2	2	N	2
46726	256	17	2	2	2	W	256
46729	514	2	2	2	1	L	0
46731	258	2	2	2	1	E	0
46732	2	2	2	2	1	E	0
46737	0	29	2	2	2	L	513
46738	512	31	2	2	1	L	0
46739	256	29	2	2	2	W	513
46740	256	31	2	2	1	E	0
46740	512	29	2	2	2	W	513
46741	0	31	2	2	1	E	0
46742	513	29	2	2	2	N	513
46742	2	2	2	2	1	L	0
46751	0	29	2	2	2	L	513
46753	256	29	2	2	2	W	513
46754	0	29	2	2	2	L	256
46754	512	29	2	2	2	W	513
46756	513	29	2	2	2	N	513
46757	256	29	2	2	2	W	256
46759	0	29	2	2	2	L	258
46718	0	2	2	45	1	S	0
46761	256	29	2	2	2	W	258
46762	0	17	2	2	2	L	513
46717	1	2	2	47	1	S	0
46763	257	29	2	2	2	N	258
46764	513	2	2	2	1	L	0
46764	258	29	2	2	2	N	258
46765	0	2	2	2	1	L	0
46765	0	29	2	2	2	L	258
46765	256	17	2	2	2	W	513
46766	512	17	2	2	2	W	513
46766	257	2	2	2	1	E	0
46764	0	2	2	5	1	S	0
46767	1	2	2	2	1	E	0
46768	0	17	2	2	2	L	257
46765	1	2	2	5	1	S	0
46768	513	17	2	2	2	N	513
46769	256	29	2	2	2	W	258
46771	0	19	2	2	2	L	8192
46771	257	29	2	2	2	N	258
46772	258	29	2	2	2	N	258
46773	256	17	2	2	2	W	257
46775	257	17	2	2	2	N	257
46782	513	2	2	2	1	L	0
46784	257	2	2	2	1	E	0
46784	256	9	3	3	1	L	0
46786	258	2	2	2	1	L	0
46786	0	9	3	3	1	E	0
46793	0	29	2	2	2	L	257
46795	256	29	2	2	2	W	257
46770	0	2	2	29	1	S	0
46797	0	29	2	2	2	L	257
46797	257	29	2	2	2	N	257
46785	1	2	2	15	1	E	0
46799	256	29	2	2	2	W	257
46800	258	2	2	2	1	L	0
46801	257	29	2	2	2	N	257
46788	2	2	2	16	1	E	0
46810	0	19	2	2	2	L	8192
46800	0	2	2	22	1	S	0
46820	257	2	2	2	1	L	0
46813	0	20	10	10	2	L	8192
46771	1	2	2	52	1	S	0
46823	0	2	2	2	1	S	0
46824	0	29	2	2	2	L	0
46822	1	2	2	4	1	E	0
46826	0	2	2	2	1	S	0
46827	0	29	2	2	2	L	512
46825	1	2	2	4	1	S	0
46825	2	2	2	5	1	E	0
46829	257	2	2	2	1	L	0
46830	0	17	2	2	2	L	513
46829	0	2	2	4	1	S	0
46831	1	2	2	3	1	E	0
46833	0	29	2	2	2	L	0
46834	0	2	2	2	1	S	0
46831	1	2	2	6	1	S	0
46836	0	29	2	2	2	L	514
46836	256	29	2	2	2	W	512
46837	512	29	2	2	2	W	512
46839	0	29	2	2	2	L	256
46840	256	17	2	2	2	W	513
46841	512	17	2	2	2	W	513
46843	513	17	2	2	2	N	513
46845	0	17	2	2	2	L	257
46846	257	31	2	2	1	L	0
46848	0	29	2	2	2	L	1
46848	256	29	2	2	2	W	514
46849	512	29	2	2	2	W	514
46851	513	29	2	2	2	N	514
46852	256	29	2	2	2	W	256
46852	514	29	2	2	2	N	514
46853	0	2	2	2	1	L	0
46856	256	17	2	2	2	W	257
46858	257	17	2	2	2	N	257
46859	512	9	3	3	1	L	0
46860	1	29	2	2	2	N	1
46861	256	9	3	3	1	E	0
46862	0	9	3	3	1	E	0
46871	0	29	2	2	2	L	2
46873	1	29	2	2	2	N	2
46874	2	29	2	2	2	N	2
46874	514	2	2	2	1	L	0
46837	0	2	2	40	1	S	0
46875	0	29	2	2	2	L	2
46875	256	31	2	2	1	L	0
46848	1	31	2	30	1	E	0
46876	258	2	2	2	1	E	0
46877	1	29	2	2	2	N	2
46877	2	2	2	2	1	E	0
46878	2	29	2	2	2	N	2
46886	0	29	2	2	2	L	513
46888	256	29	2	2	2	W	513
46889	512	29	2	2	2	W	513
46890	0	29	2	2	2	L	513
46891	0	31	2	2	1	E	0
46891	513	29	2	2	2	N	513
46892	256	29	2	2	2	W	513
46893	0	29	2	2	2	L	514
46893	512	29	2	2	2	W	513
46895	513	29	2	2	2	N	513
46896	0	17	2	2	2	L	513
46896	256	29	2	2	2	W	514
46878	0	2	2	21	1	S	0
46897	512	29	2	2	2	W	514
46897	2	2	2	2	1	L	0
46879	1	2	2	21	1	S	0
46899	0	29	2	2	2	L	258
46899	513	29	2	2	2	N	514
46900	0	2	2	2	1	L	0
46900	256	17	2	2	2	W	513
46900	514	29	2	2	2	N	514
46901	512	17	2	2	2	W	513
46902	0	17	2	2	2	L	512
46903	513	17	2	2	2	N	513
46904	256	29	2	2	2	W	258
46906	257	29	2	2	2	N	258
46906	2	2	2	2	1	L	0
46907	258	29	2	2	2	N	258
46908	256	17	2	2	2	W	512
46909	512	17	2	2	2	W	512
46913	513	31	2	2	1	L	0
46915	257	31	2	2	1	E	0
46922	513	2	2	2	1	L	0
46922	514	2	2	2	1	L	0
46924	257	2	2	2	1	E	0
46924	258	2	2	2	1	E	0
46925	2	2	2	2	1	E	0
46929	258	2	2	2	1	L	0
46931	513	2	2	2	1	L	0
46935	0	29	2	2	2	L	257
46937	256	29	2	2	2	W	257
46938	0	29	2	2	2	L	512
46939	257	29	2	2	2	N	257
46941	256	29	2	2	2	W	512
46942	512	29	2	2	2	W	512
46943	0	29	2	2	2	L	0
46900	0	31	2	46	1	S	0
46916	1	31	2	31	1	E	0
46946	0	29	2	2	2	L	257
46947	0	2	2	2	1	S	0
46901	1	2	2	49	1	S	0
46949	0	29	2	2	2	L	256
46949	256	29	2	2	2	W	257
46950	0	31	2	2	1	S	0
46948	1	2	2	5	1	E	0
46951	257	29	2	2	2	N	257
46952	0	29	2	2	2	L	0
46949	257	2	2	5	1	E	0
46953	0	2	2	2	1	S	0
46953	256	29	2	2	2	W	256
46951	1	2	2	5	1	S	0
46955	0	29	2	2	2	L	258
46931	2	2	2	26	1	E	0
46956	0	2	2	2	1	S	0
46954	1	2	2	5	1	E	0
46959	0	2	2	2	1	S	0
46958	0	29	4	4	2	L	257
46957	1	2	2	5	1	S	0
46961	256	29	2	2	2	W	258
46962	0	2	2	2	1	S	0
46962	257	2	2	2	1	L	0
46963	0	17	2	2	2	L	258
46963	257	29	2	2	2	N	258
46964	1	2	2	2	1	E	0
46964	258	29	2	2	2	N	258
46965	0	2	2	2	1	S	0
46963	1	2	2	5	1	S	0
46965	256	29	4	4	2	W	257
46968	0	2	2	2	1	S	0
46966	0	29	4	4	2	L	513
46967	257	29	4	4	2	N	257
46971	0	2	2	2	1	S	0
46971	0	29	2	2	2	L	2
46971	256	17	2	2	2	W	258
46970	512	9	3	3	1	L	0
46972	256	9	3	3	1	E	0
46973	257	2	2	2	1	L	0
46973	257	17	2	2	2	N	258
46974	0	2	2	2	1	L	0
46973	0	9	3	3	1	E	0
46974	0	17	2	2	2	L	257
46974	258	17	2	2	2	N	258
46975	1	2	2	2	1	E	0
46975	256	9	3	3	1	L	0
46975	256	29	4	4	2	W	513
46976	512	29	4	4	2	W	513
46978	513	29	4	4	2	N	513
46980	258	2	2	2	1	L	0
46981	1	29	2	2	2	N	2
46982	2	2	2	2	1	E	0
46982	2	29	2	2	2	N	2
46984	1	2	2	2	1	S	0
46985	256	17	2	2	2	W	257
46987	257	17	2	2	2	N	257
46991	257	31	2	2	1	L	0
46998	2	2	2	2	1	L	0
47002	257	31	2	2	1	L	0
47002	513	31	2	2	1	L	0
47004	257	31	2	2	1	E	0
47011	513	31	2	2	1	L	0
47012	0	29	2	2	2	L	514
47014	256	29	2	2	2	W	514
47015	512	29	2	2	2	W	514
46977	0	2	2	41	1	S	0
47016	0	29	2	2	2	L	514
46993	1	31	2	26	1	E	0
47017	513	29	2	2	2	N	514
47018	256	29	2	2	2	W	514
47018	514	29	2	2	2	N	514
47019	0	17	2	2	2	L	0
47019	512	29	2	2	2	W	514
47020	0	9	3	3	1	E	0
47021	513	29	2	2	2	N	514
47022	0	29	2	2	2	L	513
47022	514	29	2	2	2	N	514
47025	0	29	2	2	2	L	2
47026	256	29	2	2	2	W	513
47027	0	2	2	2	1	L	0
47027	512	29	2	2	2	W	513
47029	513	29	2	2	2	N	513
47030	1	29	2	2	2	N	2
47031	2	29	2	2	2	N	2
47036	514	2	2	2	1	L	0
47038	258	2	2	2	1	E	0
47039	2	2	2	2	1	E	0
47044	0	29	2	2	2	L	513
47046	256	29	2	2	2	W	513
47047	512	29	2	2	2	W	513
47048	0	17	2	2	2	L	513
47019	0	2	2	32	1	S	0
47049	513	29	2	2	2	N	513
47050	256	17	2	2	2	W	513
47000	1	2	2	52	1	S	0
47051	0	17	2	2	2	L	2
47051	512	17	2	2	2	W	513
47051	513	2	2	2	1	L	0
47053	513	17	2	2	2	N	513
47053	514	2	2	2	1	L	0
47054	0	29	2	2	2	L	512
47054	1	17	2	2	2	N	2
47013	257	31	2	43	1	E	0
47055	2	17	2	2	2	N	2
47055	258	2	2	2	1	E	0
47057	0	19	2	2	2	L	8192
47058	256	29	2	2	2	W	512
47052	0	31	2	9	1	S	0
47059	512	29	2	2	2	W	512
47059	2	2	2	2	1	L	0
47020	1	31	2	42	1	E	0
47056	2	2	2	10	1	E	0
47075	513	2	2	2	1	L	0
47082	0	29	2	2	2	L	257
47082	512	31	2	2	1	L	0
47084	256	31	2	2	1	E	0
47084	256	29	2	2	2	W	257
47085	0	31	2	2	1	E	0
47062	0	2	2	26	1	S	0
47086	257	29	2	2	2	N	257
47053	1	2	2	36	1	S	0
47095	0	29	2	2	2	L	257
47097	256	29	2	2	2	W	257
47098	0	29	2	2	2	L	0
47099	257	29	2	2	2	N	257
47101	0	17	2	2	2	L	256
47104	0	29	2	2	2	L	258
47105	256	17	2	2	2	W	256
47109	256	29	2	2	2	W	258
47110	257	2	2	2	1	L	0
47111	257	29	2	2	2	N	258
47112	258	29	2	2	2	N	258
47121	0	2	2	2	1	L	0
47121	257	2	2	2	1	L	0
47130	0	29	2	2	2	L	256
47132	256	29	2	2	2	W	256
47134	258	2	2	2	1	L	0
47136	0	29	2	2	2	L	0
47139	0	29	2	2	2	L	258
47089	0	31	2	53	1	S	0
47063	1	31	2	80	1	E	0
47142	256	29	2	2	2	W	258
47143	0	2	2	2	1	S	0
47142	0	29	4	4	2	L	257
47090	1	2	2	56	1	S	0
47144	257	29	2	2	2	N	258
47145	258	29	2	2	2	N	258
47146	0	31	2	2	1	S	0
47147	0	29	2	2	2	L	512
47144	1	31	2	5	1	E	0
47146	256	29	4	4	2	W	257
47064	257	2	2	86	1	E	0
47149	0	2	2	2	1	S	0
47150	0	29	2	2	2	L	0
47147	1	2	2	5	1	S	0
47148	257	29	4	4	2	N	257
47136	2	2	2	17	1	E	0
47152	0	31	2	2	1	S	0
47152	256	29	2	2	2	W	512
47153	0	17	2	2	2	L	513
47153	512	29	2	2	2	W	512
47150	1	2	2	5	1	E	0
47155	0	2	2	2	1	S	0
47154	1	2	2	4	1	S	0
47158	0	2	2	2	1	L	0
47158	0	2	2	2	1	S	0
47156	0	29	4	4	2	L	513
47156	1	2	2	5	1	E	0
47159	256	9	3	3	1	L	0
47160	256	17	2	2	2	W	513
47152	257	2	2	10	1	E	0
47161	0	29	2	2	2	L	514
47161	512	17	2	2	2	W	513
47161	0	9	3	3	1	E	0
47163	513	17	2	2	2	N	513
47164	0	29	2	2	2	L	257
47164	256	29	4	4	2	W	513
47165	512	29	4	4	2	W	513
47167	257	31	2	2	1	L	0
47167	513	29	4	4	2	N	513
47170	256	29	2	2	2	W	514
47171	512	29	2	2	2	W	514
47173	513	29	2	2	2	N	514
47173	258	2	2	2	1	L	0
47174	256	29	2	2	2	W	257
47175	2	2	2	2	1	E	0
47175	512	9	3	3	1	L	0
47176	257	29	2	2	2	N	257
47176	514	29	2	2	2	N	514
47177	256	9	3	3	1	E	0
47189	513	31	2	2	1	L	0
47191	0	29	2	2	2	L	2
47193	1	29	2	2	2	N	2
47194	2	29	2	2	2	N	2
47161	0	2	2	36	1	S	0
47195	0	29	2	2	2	L	2
47177	1	2	2	21	1	S	0
47197	1	29	2	2	2	N	2
47198	0	29	2	2	2	L	513
47198	2	29	2	2	2	N	2
47198	514	2	2	2	1	L	0
47199	0	9	3	3	1	E	0
47200	258	2	2	2	1	E	0
47201	0	29	2	2	2	L	514
47201	256	29	2	2	2	W	513
47201	2	2	2	2	1	E	0
47198	0	2	2	6	1	S	0
47202	512	29	2	2	2	W	513
47162	1	2	2	43	1	E	0
47204	0	29	2	2	2	L	0
47204	513	29	2	2	2	N	513
47205	256	29	2	2	2	W	514
47206	512	29	2	2	2	W	514
47207	0	29	2	2	2	L	257
47208	513	29	2	2	2	N	514
47205	0	2	2	6	1	S	0
47209	514	29	2	2	2	N	514
47210	0	29	2	2	2	L	256
47203	1	2	2	9	1	S	0
47212	0	2	2	2	1	S	0
47213	0	29	2	2	2	L	258
47213	256	29	2	2	2	W	257
47206	1	2	2	9	1	E	0
47191	257	31	2	25	1	E	0
47215	0	2	2	2	1	S	0
47215	257	29	2	2	2	N	257
47216	0	17	2	2	2	L	512
47217	256	29	2	2	2	W	256
47217	2	2	2	2	1	L	0
47219	1	2	2	2	1	S	0
47221	256	29	2	2	2	W	258
47223	0	2	2	2	1	L	0
47223	257	29	2	2	2	N	258
47224	258	29	2	2	2	N	258
47225	256	17	2	2	2	W	512
47226	512	17	2	2	2	W	512
47226	2	2	2	2	1	L	0
47231	514	2	2	2	1	L	0
47233	258	2	2	2	1	E	0
47234	2	2	2	2	1	E	0
47240	256	31	2	2	1	L	0
47242	0	31	2	2	1	E	0
47243	2	31	2	2	1	L	0
47246	258	2	2	2	1	L	0
47252	0	29	2	2	2	L	512
47254	256	29	2	2	2	W	512
47255	512	29	2	2	2	W	512
47218	0	2	2	40	1	S	0
47216	1	31	2	43	1	E	0
47258	0	17	2	2	2	L	257
47260	256	17	2	2	2	W	257
47261	0	29	2	2	2	L	258
47262	257	17	2	2	2	N	257
47264	0	17	2	2	2	L	1
47264	256	29	2	2	2	W	258
47259	0	2	2	8	1	S	0
47228	1	2	2	40	1	S	0
47266	257	29	2	2	2	N	258
47267	0	17	2	2	2	L	258
47267	258	29	2	2	2	N	258
47268	0	31	2	2	1	S	0
47268	1	31	2	2	1	L	0
47268	1	17	2	2	2	N	1
47260	1	31	2	11	1	E	0
47270	0	29	2	2	2	L	256
47271	0	2	2	2	1	S	0
47272	256	17	2	2	2	W	258
47269	1	2	2	5	1	S	0
47273	0	19	2	2	2	L	8192
47248	2	2	2	27	1	E	0
47274	0	31	2	2	1	S	0
47274	257	17	2	2	2	N	258
47275	258	17	2	2	2	N	258
47276	256	29	2	2	2	W	256
47283	258	2	2	2	1	L	0
47283	512	9	3	3	1	L	0
47285	256	9	3	3	1	E	0
47286	0	9	3	3	1	E	0
47291	0	29	2	2	2	L	257
47293	256	29	2	2	2	W	257
47295	257	29	2	2	2	N	257
47298	0	29	2	2	2	L	513
47298	256	9	3	3	1	L	0
47300	256	29	2	2	2	W	513
47301	512	29	2	2	2	W	513
47277	0	31	2	27	1	S	0
47302	0	29	2	2	2	L	513
47303	513	29	2	2	2	N	513
47304	256	29	2	2	2	W	513
47305	512	29	2	2	2	W	513
47307	513	29	2	2	2	N	513
47309	0	2	2	2	1	L	0
47315	0	29	2	2	2	L	2
47317	1	29	2	2	2	N	2
47318	0	29	2	2	2	L	0
47318	2	29	2	2	2	N	2
47306	0	9	3	16	1	E	0
47321	0	29	4	4	2	L	257
47305	0	2	2	22	1	S	0
47326	0	29	2	2	2	L	514
47275	1	31	2	53	1	S	0
47326	513	2	2	2	1	L	0
47325	256	29	4	4	2	W	257
47328	257	2	2	2	1	E	0
47329	0	29	2	2	2	L	2
47329	1	2	2	2	1	E	0
47327	257	29	4	4	2	N	257
47285	2	2	2	47	1	E	0
47331	256	29	2	2	2	W	514
47328	0	31	2	6	1	S	0
47332	0	19	2	2	2	L	8192
47332	512	29	2	2	2	W	514
47329	1	2	2	6	1	S	0
47334	513	29	2	2	2	N	514
47334	2	2	2	2	1	L	0
47335	0	2	2	2	1	S	0
47335	0	29	2	2	2	L	512
47335	1	29	2	2	2	N	2
47335	514	29	2	2	2	N	514
47336	2	29	2	2	2	N	2
47338	0	2	2	2	1	S	0
47338	0	29	2	2	2	L	0
47336	1	2	2	5	1	S	0
47341	0	29	4	4	2	L	513
47343	256	29	2	2	2	W	512
47344	512	29	2	2	2	W	512
47344	257	31	2	2	1	L	0
47346	0	17	2	2	2	L	256
47346	1	31	2	2	1	E	0
47347	0	2	2	2	1	L	0
47351	514	2	2	2	1	L	0
47351	256	29	4	4	2	W	513
47353	258	2	2	2	1	E	0
47352	512	29	4	4	2	W	513
47354	2	2	2	2	1	E	0
47354	513	29	4	4	2	N	513
47357	256	17	2	2	2	W	256
47364	2	2	2	2	1	L	0
47367	512	31	2	2	1	L	0
47369	256	31	2	2	1	E	0
47370	0	31	2	2	1	E	0
47371	513	31	2	2	1	L	0
47373	257	31	2	2	1	E	0
47374	0	29	4	4	2	L	1
47376	1	29	4	4	2	N	1
47382	0	29	2	2	2	L	256
47384	256	29	2	2	2	W	256
47341	0	2	2	47	1	S	0
47342	1	2	2	47	1	S	0
47388	0	29	2	2	2	L	514
47390	256	29	2	2	2	W	514
47391	512	29	2	2	2	W	514
47391	0	29	4	4	2	L	2
47393	513	29	2	2	2	N	514
47394	514	29	2	2	2	N	514
47389	0	31	2	8	1	S	0
47396	0	17	2	2	2	L	257
47374	1	31	2	24	1	E	0
47394	1	29	4	4	2	N	2
47395	2	29	4	4	2	N	2
47398	0	2	2	2	1	S	0
47399	0	17	2	2	2	L	2
47390	1	2	2	11	1	S	0
47400	256	17	2	2	2	W	257
47401	0	31	2	2	1	S	0
47402	0	29	2	2	2	L	512
47401	1	9	3	3	1	L	0
47402	257	17	2	2	2	N	257
47404	0	2	2	2	1	S	0
47404	1	17	2	2	2	N	2
47405	0	2	2	2	1	L	0
47405	0	29	2	2	2	L	0
47402	1	2	2	5	1	S	0
47405	2	17	2	2	2	N	2
47407	0	9	3	3	1	S	0
47408	0	17	2	2	2	L	513
47408	256	29	2	2	2	W	512
47409	512	29	2	2	2	W	512
47411	256	9	3	3	1	L	0
47411	0	29	4	4	2	L	257
47413	0	9	3	3	1	E	0
47416	256	17	2	2	2	W	513
47417	512	17	2	2	2	W	513
47419	513	17	2	2	2	N	513
47420	256	29	4	4	2	W	257
47422	514	2	2	2	1	L	0
47422	257	29	4	4	2	N	257
47424	2	31	2	2	1	L	0
47424	258	2	2	2	1	E	0
47425	2	2	2	2	1	E	0
47427	0	29	2	2	2	L	513
47428	2	31	2	2	1	L	0
47429	256	29	2	2	2	W	513
47430	512	29	2	2	2	W	513
47431	512	9	3	3	1	L	0
47432	513	29	2	2	2	N	513
47433	256	9	3	3	1	E	0
47439	257	31	2	2	1	L	0
47440	0	29	2	2	2	L	258
47441	1	31	2	2	1	E	0
47442	256	29	2	2	2	W	258
47444	0	29	2	2	2	L	258
47444	257	29	2	2	2	N	258
47445	0	2	2	2	1	S	0
47445	258	29	2	2	2	N	258
47446	256	29	2	2	2	W	258
47426	1	31	2	22	1	S	0
47448	257	29	2	2	2	N	258
47447	0	29	4	4	2	L	513
47449	258	29	2	2	2	N	258
47452	0	29	2	2	2	L	2
47450	256	29	4	4	2	W	513
47449	0	9	3	6	1	E	0
47451	512	29	4	4	2	W	513
47448	0	31	2	9	1	S	0
47455	0	29	2	2	2	L	2
47453	513	29	4	4	2	N	513
47456	1	29	2	2	2	N	2
47457	2	29	2	2	2	N	2
47458	0	29	2	2	2	L	0
47460	1	29	2	2	2	N	2
47461	0	17	2	2	2	L	514
47461	2	29	2	2	2	N	2
47468	256	17	2	2	2	W	514
47468	258	2	2	2	1	L	0
47469	512	17	2	2	2	W	514
47470	2	2	2	2	1	E	0
47471	513	17	2	2	2	N	514
47472	513	31	2	2	1	L	0
47472	514	17	2	2	2	N	514
47474	257	31	2	2	1	E	0
47475	1	31	2	2	1	E	0
47480	2	2	2	2	1	L	0
47481	258	2	2	2	1	L	0
47484	0	2	2	2	1	L	0
47489	2	2	2	2	1	L	0
47510	0	29	2	2	2	L	1
47512	1	29	2	2	2	N	1
47516	0	29	2	2	2	L	256
47518	256	29	2	2	2	W	256
47458	0	31	2	65	1	S	0
