time 	curr	srvc	payld	bdw	NoC	InPort	target_router
19586	514	29	2	2	2	N	514
19587	2	29	2	2	2	N	2
19589	0	2	2	2	1	S	0
19589	0	29	2	2	2	L	0
19587	1	2	2	5	1	S	0
19592	0	29	4	4	2	L	513
19594	256	29	2	2	2	W	512
19595	512	29	2	2	2	W	512
19595	257	31	2	2	1	L	0
19597	0	17	2	2	2	L	256
19597	1	31	2	2	1	E	0
19598	0	2	2	2	1	L	0
19602	514	2	2	2	1	L	0
19602	256	29	4	4	2	W	513
19604	258	2	2	2	1	E	0
19603	512	29	4	4	2	W	513
19605	2	2	2	2	1	E	0
19605	513	29	4	4	2	N	513
19608	256	17	2	2	2	W	256
19615	2	2	2	2	1	L	0
19618	512	31	2	2	1	L	0
19620	256	31	2	2	1	E	0
19621	0	31	2	2	1	E	0
19622	513	31	2	2	1	L	0
19624	257	31	2	2	1	E	0
19625	0	29	4	4	2	L	1
19627	1	29	4	4	2	N	1
19633	0	29	2	2	2	L	256
19635	256	29	2	2	2	W	256
19592	0	2	2	47	1	S	0
19593	1	2	2	47	1	S	0
19639	0	29	2	2	2	L	514
19641	256	29	2	2	2	W	514
19642	512	29	2	2	2	W	514
19642	0	29	4	4	2	L	2
19644	513	29	2	2	2	N	514
19645	514	29	2	2	2	N	514
19640	0	31	2	8	1	S	0
19647	0	17	2	2	2	L	257
19625	1	31	2	24	1	E	0
19645	1	29	4	4	2	N	2
19646	2	29	4	4	2	N	2
19649	0	2	2	2	1	S	0
19650	0	17	2	2	2	L	2
19641	1	2	2	11	1	S	0
19651	256	17	2	2	2	W	257
19652	0	31	2	2	1	S	0
19653	0	29	2	2	2	L	512
19652	1	9	3	3	1	L	0
19653	257	17	2	2	2	N	257
19655	0	2	2	2	1	S	0
19655	1	17	2	2	2	N	2
19656	0	2	2	2	1	L	0
19656	0	29	2	2	2	L	0
19653	1	2	2	5	1	S	0
19656	2	17	2	2	2	N	2
19658	0	9	3	3	1	S	0
19659	0	17	2	2	2	L	513
19659	256	29	2	2	2	W	512
19660	512	29	2	2	2	W	512
19662	256	9	3	3	1	L	0
19662	0	29	4	4	2	L	257
19664	0	9	3	3	1	E	0
19667	256	17	2	2	2	W	513
19668	512	17	2	2	2	W	513
19670	513	17	2	2	2	N	513
19671	256	29	4	4	2	W	257
19673	514	2	2	2	1	L	0
19673	257	29	4	4	2	N	257
19675	2	31	2	2	1	L	0
19675	258	2	2	2	1	E	0
19676	2	2	2	2	1	E	0
19678	0	29	2	2	2	L	513
19679	2	31	2	2	1	L	0
19680	256	29	2	2	2	W	513
19681	512	29	2	2	2	W	513
19682	512	9	3	3	1	L	0
19683	513	29	2	2	2	N	513
19684	256	9	3	3	1	E	0
19690	257	31	2	2	1	L	0
19691	0	29	2	2	2	L	258
19692	1	31	2	2	1	E	0
19693	256	29	2	2	2	W	258
19695	0	29	2	2	2	L	258
19695	257	29	2	2	2	N	258
19696	0	2	2	2	1	S	0
19696	258	29	2	2	2	N	258
19697	256	29	2	2	2	W	258
19677	1	31	2	22	1	S	0
19699	257	29	2	2	2	N	258
19698	0	29	4	4	2	L	513
19700	258	29	2	2	2	N	258
19703	0	29	2	2	2	L	2
19701	256	29	4	4	2	W	513
19700	0	9	3	6	1	E	0
19702	512	29	4	4	2	W	513
19699	0	31	2	9	1	S	0
19706	0	29	2	2	2	L	2
19704	513	29	4	4	2	N	513
19707	1	29	2	2	2	N	2
19708	2	29	2	2	2	N	2
19709	0	29	2	2	2	L	0
19711	1	29	2	2	2	N	2
19712	0	17	2	2	2	L	514
19712	2	29	2	2	2	N	2
19719	256	17	2	2	2	W	514
19719	258	2	2	2	1	L	0
19720	512	17	2	2	2	W	514
19721	2	2	2	2	1	E	0
19722	513	17	2	2	2	N	514
19723	513	31	2	2	1	L	0
19723	514	17	2	2	2	N	514
19725	257	31	2	2	1	E	0
19726	1	31	2	2	1	E	0
19731	2	2	2	2	1	L	0
19732	258	2	2	2	1	L	0
19735	0	2	2	2	1	L	0
19740	2	2	2	2	1	L	0
19761	0	29	2	2	2	L	1
19763	1	29	2	2	2	N	1
19767	0	29	2	2	2	L	256
19769	256	29	2	2	2	W	256
19709	0	31	2	65	1	S	0
19773	0	29	2	2	2	L	514
19700	1	2	2	75	1	S	0
19775	0	31	2	2	1	S	0
19775	256	29	2	2	2	W	514
19776	0	17	2	2	2	L	512
19776	512	29	2	2	2	W	514
19778	513	29	2	2	2	N	514
19779	256	17	2	2	2	W	512
19779	514	29	2	2	2	N	514
19780	512	17	2	2	2	W	512
19786	0	2	2	2	1	L	0
19792	256	31	2	2	1	L	0
19792	1	31	2	2	1	L	0
19794	0	31	2	2	1	E	0
19801	514	2	2	2	1	L	0
19803	258	2	2	2	1	E	0
19806	0	29	2	2	2	L	512
19808	256	29	2	2	2	W	512
19809	512	29	2	2	2	W	512
19778	0	2	2	34	1	S	0
19776	1	31	2	37	1	S	0
19812	0	19	2	2	2	L	8192
19815	0	19	2	2	2	L	8192
19813	0	31	2	8	1	S	0
19818	0	29	4	4	2	L	2
19822	0	31	2	2	1	S	0
19823	0	19	2	2	2	L	8192
19814	1	2	2	11	1	S	0
19822	1	29	4	4	2	N	2
19777	2	2	2	49	1	E	0
19825	0	2	2	2	1	S	0
19823	2	29	4	4	2	N	2
19826	0	29	2	2	2	L	256
19826	1	2	2	2	1	S	0
19827	2	2	2	5	1	E	0
19832	256	29	2	2	2	W	256
19837	512	9	3	3	1	L	0
19839	256	9	3	3	1	E	0
19840	0	9	3	3	1	E	0
19842	2	31	2	2	1	L	0
19849	0	29	2	2	2	L	0
19828	0	2	2	27	1	S	0
19829	1	2	2	27	1	S	0
19854	256	9	3	3	1	L	0
19863	0	29	2	2	2	L	0
19866	0	29	2	2	2	L	514
19865	0	9	3	4	1	E	0
19856	0	2	2	15	1	S	0
19869	256	29	2	2	2	W	514
19870	512	29	2	2	2	W	514
19857	1	2	2	15	1	S	0
19871	0	2	2	2	1	L	0
19869	0	29	4	4	2	L	257
19872	513	29	2	2	2	N	514
19873	514	29	2	2	2	N	514
19873	256	29	4	4	2	W	257
19875	257	29	4	4	2	N	257
19879	0	29	2	2	2	L	1
19881	1	29	2	2	2	N	1
19882	0	29	2	2	2	L	2
19885	1	29	2	2	2	N	2
19886	2	29	2	2	2	N	2
19885	0	29	4	4	2	L	513
19881	0	2	2	10	1	S	0
19890	0	29	2	2	2	L	258
19873	1	2	2	19	1	S	0
19889	256	29	4	4	2	W	513
19892	0	2	2	2	1	S	0
19890	512	29	4	4	2	W	513
19893	0	29	2	2	2	L	512
19893	1	31	2	2	1	S	0
19892	513	29	4	4	2	N	513
19895	256	29	2	2	2	W	258
19895	514	2	2	2	1	L	0
19896	0	29	2	2	2	L	2
19897	257	31	2	2	1	L	0
19897	257	29	2	2	2	N	258
19897	258	2	2	2	1	E	0
19898	2	2	2	2	1	E	0
19898	258	29	2	2	2	N	258
19899	0	17	2	2	2	L	256
19899	256	29	2	2	2	W	512
19899	1	31	2	2	1	E	0
19900	512	29	2	2	2	W	512
19903	1	29	2	2	2	N	2
19903	257	2	2	2	1	L	0
19903	1	9	3	3	1	L	0
19904	2	29	2	2	2	N	2
19906	257	2	2	2	1	L	0
19907	256	17	2	2	2	W	256
19920	513	2	2	2	1	L	0
19920	258	2	2	2	1	L	0
19922	257	2	2	2	1	E	0
19922	2	2	2	2	1	E	0
19923	512	31	2	2	1	L	0
19923	513	2	2	2	1	L	0
19925	256	31	2	2	1	E	0
19926	0	31	2	2	1	E	0
19928	0	2	2	2	1	L	0
19932	0	29	2	2	2	L	256
19934	256	29	2	2	2	W	256
19895	0	31	2	43	1	S	0
19900	1	2	2	39	1	S	0
19938	0	29	2	2	2	L	0
19941	0	29	2	2	2	L	258
19944	0	17	2	2	2	L	513
19944	256	29	2	2	2	W	258
19939	0	9	3	9	1	S	0
19946	257	29	2	2	2	N	258
19947	0	17	2	2	2	L	258
19947	258	29	2	2	2	N	258
19948	256	17	2	2	2	W	513
19949	0	31	2	2	1	S	0
19949	512	17	2	2	2	W	513
19950	0	29	2	2	2	L	512
19905	1	2	2	47	1	E	0
19951	513	17	2	2	2	N	513
19952	0	2	2	2	1	S	0
19952	256	17	2	2	2	W	258
19953	0	29	2	2	2	L	0
19941	1	2	2	14	1	S	0
19954	257	17	2	2	2	N	258
19955	0	2	2	2	1	S	0
19955	258	17	2	2	2	N	258
19956	256	29	2	2	2	W	512
19953	1	2	2	5	1	E	0
19957	512	29	2	2	2	W	512
19926	257	2	2	33	1	E	0
19958	0	2	2	2	1	S	0
19956	0	29	4	4	2	L	2
19961	0	17	2	2	2	L	1
19961	256	9	3	3	1	L	0
19963	0	9	3	3	1	E	0
19964	1	29	4	4	2	N	2
19965	2	29	4	4	2	N	2
19970	1	17	2	2	2	N	1
19974	258	2	2	2	1	L	0
19976	2	2	2	2	1	E	0
19978	0	2	2	2	1	L	0
19978	0	29	2	2	2	L	2
19978	1	2	2	2	1	S	0
19979	512	9	3	3	1	L	0
19980	1	29	2	2	2	N	2
19981	2	29	2	2	2	N	2
19981	256	9	3	3	1	E	0
19982	2	31	2	2	1	L	0
19991	0	29	2	2	2	L	1
19993	1	29	2	2	2	N	1
19994	0	29	2	2	2	L	514
19961	0	2	2	36	1	S	0
19959	1	2	2	39	1	E	0
19997	0	19	2	2	2	L	8192
19997	256	29	2	2	2	W	514
19998	512	29	2	2	2	W	514
19999	0	9	3	3	1	E	0
20000	0	29	2	2	2	L	514
20000	513	29	2	2	2	N	514
20001	514	29	2	2	2	N	514
20003	0	17	2	2	2	L	0
19998	0	2	2	9	1	S	0
20005	256	29	2	2	2	W	514
20006	0	17	2	2	2	L	2
20006	512	29	2	2	2	W	514
19984	1	31	2	24	1	S	0
20008	513	29	2	2	2	N	514
20009	0	29	2	2	2	L	256
20009	514	29	2	2	2	N	514
20008	0	2	2	6	1	S	0
20012	0	19	2	2	2	L	8192
19999	1	2	2	16	1	E	0
20013	1	17	2	2	2	N	2
20014	2	17	2	2	2	N	2
20015	0	31	2	2	1	S	0
20017	256	29	2	2	2	W	256
20017	514	2	2	2	1	L	0
20019	258	2	2	2	1	E	0
20020	2	2	2	2	1	E	0
20021	1	9	3	3	1	L	0
20022	1	2	2	2	1	S	0
20037	514	2	2	2	1	L	0
20037	0	29	4	4	2	L	257
20039	258	2	2	2	1	E	0
20040	256	31	2	2	1	L	0
20040	2	2	2	2	1	E	0
20039	256	29	4	4	2	W	257
20042	0	31	2	2	1	E	0
20041	257	29	4	4	2	N	257
20046	0	2	2	2	1	L	0
20046	0	19	2	2	2	L	8192
20049	0	20	10	16	2	L	8192
20066	0	29	2	2	2	L	0
20069	0	29	2	2	2	L	258
20072	256	29	2	2	2	W	258
20074	257	29	2	2	2	N	258
20075	258	29	2	2	2	N	258
20083	0	29	2	2	2	L	257
20085	256	29	2	2	2	W	257
20018	0	2	2	71	1	S	0
20087	0	17	2	2	2	L	256
20087	257	29	2	2	2	N	257
20089	256	17	2	2	2	W	256
20090	0	17	2	2	2	L	512
20091	258	2	2	2	1	L	0
20093	256	17	2	2	2	W	512
20093	2	2	2	2	1	E	0
20094	512	17	2	2	2	W	512
20109	257	2	2	2	1	L	0
20111	1	2	2	2	1	E	0
20117	0	19	2	2	2	L	8192
20120	0	20	10	10	2	L	8192
20130	0	2	2	2	1	L	0
20131	0	29	2	2	2	L	512
20134	0	29	2	2	2	L	258
20139	256	29	2	2	2	W	512
20140	512	29	2	2	2	W	512
20143	256	29	2	2	2	W	258
20145	257	29	2	2	2	N	258
20146	258	29	2	2	2	N	258
20154	0	29	2	2	2	L	513
20156	256	29	2	2	2	W	513
20157	512	29	2	2	2	W	513
20090	0	2	2	70	1	S	0
20158	0	29	2	2	2	L	257
20042	1	2	2	119	1	S	0
20159	513	29	2	2	2	N	513
20160	256	29	2	2	2	W	257
20162	257	29	2	2	2	N	257
20161	0	29	4	4	2	L	2
20161	0	9	3	6	1	S	0
20166	0	29	2	2	2	L	256
20164	1	29	4	4	2	N	2
20165	2	29	4	4	2	N	2
20168	0	2	2	2	1	S	0
20169	0	29	2	2	2	L	0
20168	512	9	3	3	1	L	0
20170	256	29	2	2	2	W	256
20171	0	2	2	2	1	S	0
20170	256	9	3	3	1	E	0
20171	0	9	3	3	1	E	0
20172	0	29	2	2	2	L	513
20163	1	2	2	11	1	S	0
20174	258	2	2	2	1	L	0
20175	0	29	2	2	2	L	0
20176	2	2	2	2	1	E	0
20174	0	2	2	6	1	S	0
20178	0	29	2	2	2	L	514
20178	256	29	2	2	2	W	513
20178	257	2	2	2	1	L	0
20179	512	29	2	2	2	W	513
20178	1	2	2	3	1	S	0
20180	1	2	2	2	1	E	0
20181	0	2	2	2	1	S	0
20181	0	29	2	2	2	L	1
20181	513	2	2	2	1	L	0
20181	513	29	2	2	2	N	513
20182	2	31	2	2	1	L	0
20183	257	2	2	2	1	E	0
20184	0	2	2	2	1	S	0
20184	0	17	2	2	2	L	0
20184	1	31	2	2	1	S	0
20184	1	2	2	3	1	E	0
20185	258	31	2	2	1	L	0
20186	256	29	2	2	2	W	514
20187	0	31	2	2	1	S	0
20187	0	29	2	2	2	L	512
20187	512	29	2	2	2	W	514
20187	2	31	2	2	1	E	0
20189	1	31	2	2	1	S	0
20189	513	29	2	2	2	N	514
20190	0	2	2	2	1	S	0
20190	0	29	2	2	2	L	514
20190	1	29	2	2	2	N	1
20190	514	29	2	2	2	N	514
20193	0	31	2	2	1	S	0
20193	0	29	2	2	2	L	258
20192	256	9	3	3	1	L	0
20194	0	2	2	2	1	L	0
20194	0	9	3	3	1	E	0
20196	0	29	2	2	2	L	258
20197	513	2	2	2	1	L	0
20198	256	29	2	2	2	W	512
20199	0	17	2	2	2	L	256
20199	512	29	2	2	2	W	512
20199	257	2	2	2	1	E	0
20200	1	2	2	2	1	E	0
20202	0	2	2	2	1	S	0
20202	0	19	2	2	2	L	8192
20202	256	29	2	2	2	W	514
20203	512	29	2	2	2	W	514
20205	513	29	2	2	2	N	514
20206	256	29	2	2	2	W	258
20206	514	29	2	2	2	N	514
20208	257	29	2	2	2	N	258
20209	258	29	2	2	2	N	258
20210	256	29	2	2	2	W	258
20212	257	29	2	2	2	N	258
20212	514	2	2	2	1	L	0
20213	1	31	2	2	1	L	0
20213	258	29	2	2	2	N	258
20214	256	17	2	2	2	W	256
20214	258	2	2	2	1	E	0
20215	2	2	2	2	1	E	0
20217	1	2	2	2	1	S	0
20222	512	31	2	2	1	L	0
20224	256	31	2	2	1	E	0
20225	0	31	2	2	1	E	0
20225	0	19	2	2	2	L	8192
20228	514	2	2	2	1	L	0
20230	258	2	2	2	1	E	0
20231	2	2	2	2	1	E	0
20232	258	2	2	2	1	L	0
20228	0	20	10	10	2	L	8192
20241	258	2	2	2	1	L	0
20248	0	2	2	2	1	L	0
20255	0	29	4	14	2	L	2
20257	1	29	4	13	2	N	2
20258	2	29	4	13	2	N	2
20272	0	29	2	2	2	L	257
20274	256	29	2	2	2	W	257
20275	0	19	2	2	2	L	8192
20276	257	29	2	2	2	N	257
20215	0	31	2	67	1	S	0
20284	2	31	2	2	1	L	0
20234	2	2	2	53	1	E	0
20278	0	20	10	10	2	L	8192
20289	0	17	2	2	2	L	256
20292	0	29	4	4	2	L	258
20297	0	17	2	2	2	L	256
20298	256	17	2	2	2	W	256
20298	257	2	2	2	1	L	0
20300	1	2	2	2	1	E	0
20302	256	29	4	4	2	W	258
20304	257	29	4	4	2	N	258
20305	258	29	4	4	2	N	258
20308	256	17	2	2	2	W	256
20313	0	29	2	2	2	L	257
20315	256	29	2	2	2	W	257
20317	257	29	2	2	2	N	257
20329	258	31	2	2	1	L	0
20334	0	19	2	2	2	L	8192
20338	258	31	2	2	1	L	0
20339	257	2	2	2	1	L	0
20337	0	20	10	10	2	L	8192
20283	0	2	2	65	1	S	0
20233	1	2	2	116	1	S	0
20348	0	29	2	2	2	L	256
20349	0	2	2	2	1	S	0
20341	1	2	2	11	1	E	0
20351	0	29	2	2	2	L	0
20352	0	2	2	2	1	S	0
20350	1	31	2	5	1	S	0
20354	0	17	2	2	2	L	512
20355	0	2	2	2	1	S	0
20356	256	29	2	2	2	W	256
20357	0	29	2	2	2	L	512
20358	0	31	2	2	1	S	0
20356	1	2	2	5	1	S	0
20360	0	19	2	2	2	L	8192
20351	2	2	2	11	1	E	0
20361	0	2	2	2	1	S	0
20363	0	29	2	2	2	L	1
20363	1	2	2	2	1	S	0
20364	256	17	2	2	2	W	512
20364	2	31	2	2	1	E	0
20365	512	17	2	2	2	W	512
20368	256	29	2	2	2	W	512
20368	2	31	2	2	1	E	0
20369	0	17	2	2	2	L	258
20369	512	29	2	2	2	W	512
20372	0	29	2	2	2	L	513
20364	0	2	2	13	1	S	0
20375	0	29	2	2	2	L	257
20367	1	31	2	11	1	S	0
20376	1	29	2	2	2	N	1
20380	256	17	2	2	2	W	258
20382	257	17	2	2	2	N	258
20383	258	17	2	2	2	N	258
20383	256	9	3	3	1	L	0
20384	256	29	2	2	2	W	513
20385	512	29	2	2	2	W	513
20386	0	2	2	2	1	L	0
20385	0	9	3	3	1	E	0
20387	513	29	2	2	2	N	513
20388	256	29	2	2	2	W	257
20390	257	29	2	2	2	N	257
20397	512	9	3	3	1	L	0
20398	1	9	3	3	1	L	0
20399	256	9	3	3	1	E	0
20408	0	29	2	2	2	L	0
20409	513	2	2	2	1	L	0
20411	257	2	2	2	1	E	0
20412	1	2	2	2	1	E	0
20412	257	2	2	2	1	L	0
20417	0	19	2	2	2	L	8192
20424	0	2	2	2	1	L	0
20420	0	20	10	10	2	L	8192
20378	0	31	2	53	1	S	0
20380	1	31	2	52	1	S	0
20431	0	29	2	2	2	L	514
20434	0	29	2	2	2	L	514
20439	256	29	2	2	2	W	514
20440	512	29	2	2	2	W	514
20442	513	29	2	2	2	N	514
20443	256	29	2	2	2	W	514
20443	514	29	2	2	2	N	514
20444	512	29	2	2	2	W	514
20446	513	29	2	2	2	N	514
20447	514	29	2	2	2	N	514
20454	0	29	2	2	2	L	513
20456	256	29	2	2	2	W	513
20457	512	29	2	2	2	W	513
20458	0	29	2	2	2	L	257
20459	513	29	2	2	2	N	513
20459	0	9	3	3	1	E	0
20460	256	29	2	2	2	W	257
20461	514	2	2	2	1	L	0
20462	257	29	2	2	2	N	257
20461	0	29	4	4	2	L	2
20463	258	2	2	2	1	E	0
20464	2	2	2	2	1	E	0
20432	0	9	3	36	1	S	0
20466	0	17	2	2	2	L	2
20464	1	29	4	4	2	N	2
20465	2	29	4	4	2	N	2
20470	1	17	2	2	2	N	2
20471	2	17	2	2	2	N	2
20478	257	2	2	2	1	L	0
20478	514	2	2	2	1	L	0
20480	258	2	2	2	1	E	0
20481	513	2	2	2	1	L	0
20483	257	2	2	2	1	E	0
20490	2	2	2	2	1	L	0
20492	514	31	2	2	1	L	0
20493	2	2	2	2	1	L	0
20494	258	31	2	2	1	E	0
20504	0	29	2	2	2	L	258
20506	256	29	2	2	2	W	258
20508	0	29	2	2	2	L	258
20508	257	29	2	2	2	N	258
20509	258	29	2	2	2	N	258
20510	256	29	2	2	2	W	258
20511	0	29	2	2	2	L	256
20512	257	29	2	2	2	N	258
20513	258	29	2	2	2	N	258
20514	256	29	2	2	2	W	256
20515	0	29	2	2	2	L	0
20518	0	2	2	2	1	S	0
20415	1	2	2	106	1	E	0
20518	0	29	4	4	2	L	258
20521	0	31	2	2	1	S	0
20466	1	2	2	58	1	S	0
20523	0	17	2	2	2	L	512
20481	2	2	2	44	1	E	0
20522	256	29	4	4	2	W	258
20524	257	29	4	4	2	N	258
20527	258	2	2	2	1	L	0
20525	258	29	4	4	2	N	258
20528	256	17	2	2	2	W	512
20529	512	17	2	2	2	W	512
20537	256	31	2	2	1	L	0
20539	0	31	2	2	1	E	0
20544	0	2	2	2	1	L	0
20544	258	31	2	2	1	L	0
20547	258	2	2	2	1	L	0
20555	0	29	2	2	2	L	512
20557	256	29	2	2	2	W	512
20558	512	29	2	2	2	W	512
20561	0	29	2	2	2	L	0
20564	0	17	2	2	2	L	1
20567	1	17	2	2	2	N	1
20583	0	2	2	2	1	L	0
20586	512	9	3	3	1	L	0
20588	0	29	2	2	2	L	1
20588	256	9	3	3	1	E	0
20589	0	9	3	3	1	E	0
20590	1	29	2	2	2	N	1
20560	0	2	2	34	1	S	0
20522	1	2	2	73	1	E	0
20594	0	29	2	2	2	L	513
20596	256	29	2	2	2	W	513
20597	0	29	2	2	2	L	256
20597	512	29	2	2	2	W	513
20599	513	29	2	2	2	N	513
20600	0	19	2	2	2	L	8192
20600	256	29	2	2	2	W	256
20595	0	2	2	9	1	S	0
20603	0	29	2	2	2	L	258
20525	1	2	2	80	1	S	0
20605	0	2	2	2	1	S	0
20606	0	29	2	2	2	L	512
20596	1	2	2	12	1	E	0
20608	0	2	2	2	1	S	0
20608	256	29	2	2	2	W	258
20606	1	2	2	5	1	S	0
20610	257	29	2	2	2	N	258
20526	2	31	2	86	1	E	0
20611	258	29	2	2	2	N	258
20612	256	29	2	2	2	W	512
20613	512	29	2	2	2	W	512
20618	1	9	3	3	1	L	0
20621	513	2	2	2	1	L	0
20622	256	9	3	3	1	L	0
20623	257	2	2	2	1	E	0
20624	0	9	3	3	1	E	0
20636	512	31	2	2	1	L	0
20638	256	31	2	2	1	E	0
20639	0	29	2	2	2	L	0
20611	0	2	2	34	1	S	0
20643	0	29	2	2	2	L	0
20624	1	2	2	22	1	E	0
20646	0	29	2	2	2	L	257
20647	0	31	2	2	1	E	0
20649	0	29	2	2	2	L	514
20649	256	29	2	2	2	W	257
20646	0	2	2	6	1	S	0
20612	1	2	2	41	1	S	0
20651	257	29	2	2	2	N	257
20652	0	29	2	2	2	L	513
20653	256	29	2	2	2	W	514
20654	512	29	2	2	2	W	514
20655	0	17	2	2	2	L	512
20656	513	29	2	2	2	N	514
20653	0	9	3	6	1	S	0
20657	256	29	2	2	2	W	513
20657	514	29	2	2	2	N	514
20658	0	17	2	2	2	L	256
20658	512	29	2	2	2	W	513
20660	513	29	2	2	2	N	513
20661	256	17	2	2	2	W	512
20662	0	2	2	2	1	L	0
20662	512	17	2	2	2	W	512
20665	256	17	2	2	2	W	256
20667	257	2	2	2	1	L	0
20676	513	2	2	2	1	L	0
20677	0	2	2	2	1	L	0
20678	257	2	2	2	1	E	0
20679	514	2	2	2	1	L	0
20681	258	2	2	2	1	E	0
20691	0	19	2	2	2	L	8192
20701	0	2	2	2	1	S	0
20694	0	20	10	10	2	L	8192
20669	1	2	2	35	1	E	0
20705	0	29	2	2	2	L	256
20613	2	2	2	95	1	E	0
20704	0	2	2	5	1	S	0
20708	0	29	2	2	2	L	257
20654	1	31	2	56	1	S	0
20711	0	29	2	2	2	L	512
20710	0	2	2	5	1	S	0
20713	256	29	2	2	2	W	256
20714	0	29	2	2	2	L	514
20705	1	2	2	11	1	E	0
20716	0	31	2	2	1	S	0
20717	0	29	2	2	2	L	1
20717	256	29	2	2	2	W	257
20712	1	2	2	7	1	S	0
20712	2	2	2	8	1	E	0
20719	257	29	2	2	2	N	257
20721	256	29	2	2	2	W	512
20722	512	29	2	2	2	W	512
20725	256	29	2	2	2	W	514
20726	0	29	2	2	2	L	0
20726	512	29	2	2	2	W	514
20719	0	2	2	10	1	S	0
20728	513	29	2	2	2	N	514
20729	0	29	2	2	2	L	513
20729	1	29	2	2	2	N	1
20729	514	29	2	2	2	N	514
20730	0	2	2	2	1	S	0
20721	1	2	2	12	1	S	0
20732	0	29	2	2	2	L	2
20721	2	31	2	13	1	E	0
20733	0	2	2	2	1	S	0
20735	0	29	2	2	2	L	0
20735	1	31	2	2	1	S	0
20736	0	31	2	2	1	S	0
20736	2	2	2	2	1	E	0
20737	256	29	2	2	2	W	513
20738	0	29	2	2	2	L	2
20738	512	29	2	2	2	W	513
20739	1	2	2	2	1	S	0
20740	0	2	2	2	1	S	0
20740	513	29	2	2	2	N	513
20741	0	29	2	2	2	L	257
20740	256	9	3	3	1	L	0
20741	1	29	2	2	2	N	2
20741	257	2	2	2	1	L	0
20742	2	29	2	2	2	N	2
20742	0	9	3	3	1	E	0
20743	1	2	2	2	1	E	0
20745	0	2	2	2	1	S	0
20744	512	9	3	3	1	L	0
20744	0	29	4	4	2	L	514
20746	256	9	3	3	1	E	0
20747	0	9	3	3	1	E	0
20749	0	29	2	2	2	L	513
20749	1	29	2	2	2	N	2
20750	2	29	2	2	2	N	2
20751	514	2	2	2	1	L	0
20752	0	29	2	2	2	L	258
20752	1	31	2	2	1	L	0
20753	256	29	2	2	2	W	257
20753	258	2	2	2	1	E	0
20754	0	31	2	2	1	S	0
20754	2	2	2	2	1	E	0
20755	0	17	2	2	2	L	258
20755	257	29	2	2	2	N	257
20756	1	2	2	2	1	S	0
20756	513	2	2	2	1	L	0
20757	0	2	2	2	1	S	0
20758	257	2	2	2	1	E	0
20757	256	29	4	4	2	W	514
20759	1	2	2	2	1	E	0
20760	0	2	2	2	1	L	0
20758	512	29	4	4	2	W	514
20761	0	2	2	2	1	S	0
20758	0	29	4	6	2	L	258
20760	513	29	4	4	2	N	514
20763	256	29	2	2	2	W	513
20761	514	29	4	4	2	N	514
20764	512	29	2	2	2	W	513
20764	2	2	2	2	1	L	0
20765	0	2	2	2	1	L	0
20765	0	17	2	2	2	L	2
20766	1	2	2	2	1	S	0
20766	513	29	2	2	2	N	513
20767	256	29	2	2	2	W	258
20768	2	2	2	2	1	L	0
20769	257	29	2	2	2	N	258
20768	0	29	2	4	2	L	256
20770	258	29	2	2	2	N	258
20771	256	17	2	2	2	W	258
20773	0	29	2	2	2	L	257
20773	257	17	2	2	2	N	258
20774	258	17	2	2	2	N	258
20775	256	29	4	4	2	W	258
20777	257	2	2	2	1	L	0
20776	0	17	2	4	2	L	512
20779	1	2	2	2	1	E	0
20777	257	29	4	4	2	N	258
20778	258	29	4	4	2	N	258
20781	1	17	2	2	2	N	2
20782	2	17	2	2	2	N	2
20785	256	29	2	2	2	W	256
20785	514	31	2	2	1	L	0
20786	257	31	2	2	1	L	0
20787	258	31	2	2	1	E	0
20788	513	2	2	2	1	L	0
20788	2	31	2	2	1	E	0
20789	256	29	2	2	2	W	257
20790	257	2	2	2	1	E	0
20791	257	29	2	2	2	N	257
20793	256	17	2	2	2	W	512
20794	512	17	2	2	2	W	512
20794	514	31	2	2	1	L	0
20796	258	31	2	2	1	E	0
20805	258	31	2	2	1	L	0
20806	0	29	2	2	2	L	258
20807	257	2	2	2	1	L	0
20808	256	31	2	2	1	L	0
20808	256	29	2	2	2	W	258
20810	0	31	2	2	1	E	0
20810	257	29	2	2	2	N	258
20811	258	29	2	2	2	N	258
20812	0	29	2	2	2	L	514
20814	256	29	2	2	2	W	514
20815	512	29	2	2	2	W	514
20817	513	29	2	2	2	N	514
20818	514	29	2	2	2	N	514
20820	0	29	2	2	2	L	512
20822	256	29	2	2	2	W	512
20823	512	29	2	2	2	W	512
20767	0	2	2	59	1	S	0
20770	1	2	2	57	1	S	0
20826	0	29	2	2	2	L	1
20828	1	29	2	2	2	N	1
20829	0	29	2	2	2	L	514
20832	0	29	2	2	2	L	0
20832	256	29	2	2	2	W	514
20827	0	2	2	8	1	S	0
20833	512	29	2	2	2	W	514
20788	1	31	2	48	1	E	0
20834	514	2	2	2	1	L	0
20835	0	29	2	2	2	L	513
20835	513	29	2	2	2	N	514
20836	0	2	2	2	1	S	0
20836	258	2	2	2	1	E	0
20836	514	29	2	2	2	N	514
20828	1	31	2	11	1	S	0
20838	0	29	2	2	2	L	256
20797	2	31	2	43	1	E	0
20839	0	31	2	2	1	S	0
20840	256	29	2	2	2	W	513
20837	1	2	2	5	1	E	0
20841	0	19	2	2	2	L	8192
20841	512	29	2	2	2	W	513
20842	0	31	2	2	1	S	0
