time 	curr	srvc	payld	bdw	NoC	InPort	target_router
32568	256	29	2	2	2	W	257
32568	1	2	2	2	1	S	0
32570	257	29	2	2	2	N	257
32572	1	29	4	4	2	N	1
32578	256	17	2	2	2	W	514
32579	0	29	2	2	2	L	257
32579	512	17	2	2	2	W	514
32581	513	17	2	2	2	N	514
32582	256	29	2	2	2	W	257
32582	514	17	2	2	2	N	514
32584	257	29	2	2	2	N	257
32586	257	2	2	2	1	L	0
32588	1	2	2	2	1	E	0
32589	513	2	2	2	1	L	0
32591	257	2	2	2	1	E	0
32606	257	2	2	2	1	L	0
32609	0	29	2	2	2	L	514
32609	257	31	2	2	1	L	0
32611	256	29	2	2	2	W	514
32612	512	29	2	2	2	W	514
32613	258	31	2	2	1	L	0
32614	513	29	2	2	2	N	514
32615	0	29	2	2	2	L	512
32615	2	31	2	2	1	E	0
32615	514	29	2	2	2	N	514
32614	0	2	2	5	1	S	0
32617	256	29	2	2	2	W	512
32618	512	29	2	2	2	W	512
32617	1	31	2	3	1	S	0
32619	0	17	2	2	2	L	512
32621	256	17	2	2	2	W	512
32622	512	17	2	2	2	W	512
32641	512	2	2	2	1	L	0
32643	256	2	2	2	1	E	0
32644	0	2	2	2	1	E	0
32643	514	9	3	3	1	L	0
32645	258	9	3	3	1	E	0
32646	2	9	3	3	1	E	0
32651	0	29	2	2	2	L	0
32620	0	2	2	37	1	S	0
32592	1	2	2	66	1	E	0
32657	0	16	2	2	2	L	513
32659	256	16	2	2	2	W	513
32660	0	29	2	2	2	L	256
32660	512	16	2	2	2	W	513
32658	0	31	2	5	1	S	0
32662	513	16	2	2	2	N	513
32663	0	29	2	2	2	L	513
32663	256	29	2	2	2	W	256
32648	1	9	3	17	1	S	0
32664	0	2	2	2	1	S	0
32659	1	2	2	8	1	E	0
32666	0	29	2	2	2	L	258
32667	256	29	2	2	2	W	513
32667	1	31	2	2	1	L	0
32667	0	9	3	3	1	S	0
32668	512	29	2	2	2	W	513
32669	0	29	2	2	2	L	512
32670	513	29	2	2	2	N	513
32671	0	31	2	2	1	S	0
32671	256	29	2	2	2	W	258
32672	0	29	2	2	2	L	257
32673	257	29	2	2	2	N	258
32674	0	2	2	2	1	S	0
32674	258	29	2	2	2	N	258
32675	0	29	2	2	2	L	258
32675	256	29	2	2	2	W	512
32669	1	31	2	8	1	E	0
32676	512	29	2	2	2	W	512
32678	0	31	2	2	1	S	0
32678	0	29	2	2	2	L	513
32679	256	29	2	2	2	W	257
32681	0	29	2	2	2	L	514
32681	257	29	2	2	2	N	257
32683	256	29	2	2	2	W	258
32684	0	9	3	3	1	L	0
32685	257	29	2	2	2	N	258
32685	256	9	3	3	1	L	0
32686	513	2	2	2	1	L	0
32686	258	29	2	2	2	N	258
32687	256	29	2	2	2	W	513
32687	0	9	3	3	1	E	0
32688	0	29	2	2	2	L	2
32688	512	29	2	2	2	W	513
32688	257	2	2	2	1	E	0
32689	1	2	2	2	1	E	0
32690	513	29	2	2	2	N	513
32691	0	2	2	2	1	S	0
32691	256	29	2	2	2	W	514
32692	0	29	2	2	2	L	1
32692	512	29	2	2	2	W	514
32694	512	13	2	2	1	L	0
32694	513	29	2	2	2	N	514
32695	0	29	2	2	2	L	257
32695	1	29	2	2	2	N	2
32695	514	29	2	2	2	N	514
32696	256	13	2	2	1	E	0
32696	2	29	2	2	2	N	2
32697	0	13	2	2	1	E	0
32698	0	29	2	2	2	L	257
32697	512	9	3	3	1	L	0
32699	1	29	2	2	2	N	1
32701	0	17	2	2	2	L	512
32700	256	9	3	3	1	E	0
32701	0	9	3	3	1	E	0
32703	256	29	2	2	2	W	257
32703	257	2	2	2	1	L	0
32705	1	2	2	2	1	E	0
32705	257	29	2	2	2	N	257
32707	0	2	2	2	1	S	0
32707	256	29	2	2	2	W	257
32709	257	29	2	2	2	N	257
32711	256	17	2	2	2	W	512
32712	512	17	2	2	2	W	512
32712	513	2	2	2	1	L	0
32714	257	2	2	2	1	E	0
32715	1	2	2	2	1	E	0
32718	514	31	2	2	1	L	0
32720	2	2	2	2	1	L	0
32720	258	31	2	2	1	E	0
32721	2	31	2	2	1	E	0
32722	1	2	2	2	1	S	0
32724	2	2	2	2	1	L	0
32729	257	2	2	2	1	L	0
32738	0	29	2	2	2	L	0
32741	257	31	2	2	1	L	0
32744	0	17	2	2	2	L	256
32746	256	17	2	2	2	W	256
32764	258	2	2	2	1	L	0
32767	0	9	3	3	1	L	0
32771	0	29	2	2	2	L	256
32773	256	29	2	2	2	W	256
32777	0	17	2	2	2	L	512
32779	256	17	2	2	2	W	512
32717	0	2	2	65	1	S	0
32780	512	17	2	2	2	W	512
32731	1	2	2	52	1	E	0
32782	0	29	2	2	2	L	512
32783	0	2	2	2	1	S	0
32784	256	29	2	2	2	W	512
32725	1	31	2	61	1	S	0
32785	512	29	2	2	2	W	512
32766	2	2	2	21	1	E	0
32786	0	2	2	2	1	S	0
32785	1	31	2	4	1	E	0
32790	0	29	2	2	2	L	0
32789	0	31	2	7	1	S	0
32787	1	2	2	10	1	S	0
32796	0	29	2	2	2	L	257
32797	0	31	2	2	1	S	0
32798	256	29	2	2	2	W	257
32800	257	29	2	2	2	N	257
32800	256	9	3	3	1	L	0
32802	0	9	3	3	1	E	0
32806	512	31	2	2	1	L	0
32808	0	19	2	2	2	L	8192
32808	256	31	2	2	1	E	0
32813	258	31	2	2	1	L	0
32815	2	31	2	2	1	E	0
32818	0	31	2	2	1	L	0
32811	0	20	10	10	2	L	8192
32822	257	2	2	2	1	L	0
32824	1	2	2	2	1	E	0
32845	0	29	2	2	2	L	513
32847	256	29	2	2	2	W	513
32848	512	29	2	2	2	W	513
32800	0	2	2	51	1	S	0
32849	0	29	2	2	2	L	513
32798	1	2	2	54	1	S	0
32850	513	29	2	2	2	N	513
32851	256	29	2	2	2	W	513
32852	0	18	2	2	2	L	1
32852	512	29	2	2	2	W	513
32853	0	31	2	2	1	E	0
32854	513	29	2	2	2	N	513
32855	0	18	2	2	2	L	513
32855	1	18	2	2	2	N	1
32858	0	18	2	2	2	L	2
32852	0	2	2	9	1	S	0
32859	256	18	2	2	2	W	513
32860	512	18	2	2	2	W	513
32861	0	29	2	2	2	L	257
32862	513	18	2	2	2	N	513
32863	1	18	2	2	2	N	2
32864	0	29	2	2	2	L	514
32864	2	18	2	2	2	N	2
32862	0	2	2	5	1	S	0
32854	1	31	2	14	1	S	0
32867	0	17	2	2	2	L	514
32867	256	29	2	2	2	W	257
32868	0	31	2	2	1	S	0
32869	257	29	2	2	2	N	257
32870	0	29	2	2	2	L	256
32871	256	29	2	2	2	W	514
32872	512	29	2	2	2	W	514
32873	0	29	2	2	2	L	0
32874	513	29	2	2	2	N	514
32875	256	17	2	2	2	W	514
32875	514	29	2	2	2	N	514
32876	0	17	2	2	2	L	1
32876	512	17	2	2	2	W	514
32877	513	2	2	2	1	L	0
32878	513	17	2	2	2	N	514
32879	256	29	2	2	2	W	256
32879	257	2	2	2	1	E	0
32879	514	17	2	2	2	N	514
32880	1	2	2	2	1	E	0
32880	513	2	2	2	1	L	0
32879	0	29	4	4	2	L	512
32882	0	2	2	2	1	S	0
32883	257	2	2	2	1	E	0
32884	0	17	2	2	2	L	256
32884	1	2	2	2	1	E	0
32885	513	31	2	2	1	L	0
32886	0	2	2	2	1	S	0
32887	0	29	2	2	2	L	258
32887	1	17	2	2	2	N	1
32887	257	31	2	2	1	E	0
32888	1	31	2	2	1	E	0
32890	0	31	2	2	1	S	0
32890	0	29	2	2	2	L	258
32891	257	2	2	2	1	L	0
32893	0	29	2	2	2	L	2
32891	256	29	4	4	2	W	512
32893	1	2	2	2	1	E	0
32892	512	29	4	4	2	W	512
32895	0	2	2	2	1	S	0
32897	256	17	2	2	2	W	256
32897	514	9	3	3	1	L	0
32899	258	9	3	3	1	E	0
32901	256	29	2	2	2	W	258
32900	2	9	3	3	1	E	0
32902	256	31	2	2	1	L	0
32903	0	31	2	2	1	L	0
32902	1	9	3	3	1	S	0
32903	257	29	2	2	2	N	258
32903	0	9	3	3	1	S	0
32904	0	31	2	2	1	E	0
32904	258	29	2	2	2	N	258
32905	256	29	2	2	2	W	258
32907	257	29	2	2	2	N	258
32908	258	29	2	2	2	N	258
32909	0	19	2	2	2	L	8192
32909	1	29	2	2	2	N	2
32910	2	29	2	2	2	N	2
32917	0	13	2	2	1	L	0
32912	0	20	10	10	2	L	8192
32920	0	9	3	3	1	L	0
32920	512	9	3	3	1	L	0
32922	256	9	3	3	1	E	0
32926	0	19	2	2	2	L	8192
32926	2	2	2	2	1	L	0
32928	1	2	2	2	1	S	0
32929	0	20	10	10	2	L	8192
32940	0	19	2	2	2	L	8192
32943	0	20	10	17	2	L	8192
32961	0	29	2	4	2	L	257
32974	0	29	2	2	2	L	2
32978	0	29	2	2	2	L	513
32981	0	17	2	2	2	L	512
32982	0	2	2	2	1	S	0
32983	258	31	2	2	1	L	0
32984	0	29	2	2	2	L	513
32985	256	29	2	2	2	W	257
32985	2	31	2	2	1	E	0
32987	1	31	2	2	1	S	0
32987	257	29	2	2	2	N	257
32989	1	29	2	2	2	N	2
32990	2	29	2	2	2	N	2
32993	256	29	2	2	2	W	513
32994	512	29	2	2	2	W	513
32996	513	29	2	2	2	N	513
32997	256	17	2	2	2	W	512
32997	1	31	2	2	1	L	0
32998	512	17	2	2	2	W	512
33000	0	29	2	2	2	L	257
33001	256	29	2	2	2	W	513
33002	512	29	2	2	2	W	513
32923	0	9	3	82	1	E	0
33004	0	29	2	2	2	L	257
33004	513	29	2	2	2	N	513
33005	256	29	2	2	2	W	257
33006	2	2	2	2	1	L	0
33007	257	29	2	2	2	N	257
32988	0	31	2	22	1	S	0
33007	0	29	4	4	2	L	0
33009	256	29	2	2	2	W	257
33008	1	2	2	3	1	S	0
33011	257	29	2	2	2	N	257
33012	0	17	2	2	2	L	514
33012	513	2	2	2	1	L	0
33014	257	2	2	2	1	E	0
33015	1	2	2	2	1	E	0
33019	256	17	2	2	2	W	514
33020	512	17	2	2	2	W	514
33022	513	17	2	2	2	N	514
33023	514	17	2	2	2	N	514
33030	257	2	2	2	1	L	0
33033	513	31	2	2	1	L	0
33034	0	19	2	2	2	L	8192
33035	257	31	2	2	1	E	0
33037	0	20	10	10	2	L	8192
33050	0	29	2	2	2	L	514
33056	0	29	2	2	2	L	256
33056	256	29	2	2	2	W	514
33057	512	29	2	2	2	W	514
33059	513	29	2	2	2	N	514
33060	256	29	2	2	2	W	256
33060	514	29	2	2	2	N	514
33011	0	31	2	53	1	S	0
33070	0	29	2	2	2	L	2
33071	0	2	2	2	1	S	0
33032	1	2	2	42	1	E	0
33072	1	29	2	2	2	N	2
33073	0	29	2	2	2	L	513
33073	2	29	2	2	2	N	2
33074	0	2	2	4	1	S	0
33076	0	29	2	2	2	L	512
33076	256	29	2	2	2	W	513
33077	512	29	2	2	2	W	513
33079	0	29	2	2	2	L	0
33079	513	29	2	2	2	N	513
33080	256	29	2	2	2	W	512
33081	512	29	2	2	2	W	512
33079	0	2	2	6	1	S	0
33082	256	9	3	3	1	L	0
33075	1	31	2	11	1	E	0
33084	0	9	3	3	1	E	0
33087	0	31	2	2	1	S	0
33085	0	29	4	4	2	L	258
33089	2	2	2	2	1	L	0
33088	514	9	3	3	1	L	0
33090	0	17	2	2	2	L	513
33088	256	29	4	4	2	W	258
33091	1	2	2	2	1	S	0
33090	258	9	3	3	1	E	0
33090	257	29	4	4	2	N	258
33091	2	9	3	3	1	E	0
33092	0	2	2	3	1	S	0
33093	0	29	2	2	2	L	513
33091	258	29	4	4	2	N	258
33094	256	17	2	2	2	W	513
33095	512	17	2	2	2	W	513
33094	1	9	3	3	1	S	0
33096	0	17	2	2	2	L	513
33096	0	9	3	3	1	S	0
33097	513	17	2	2	2	N	513
33098	256	29	2	2	2	W	513
33099	0	17	2	2	2	L	514
33099	512	29	2	2	2	W	513
33101	513	2	2	2	1	L	0
33101	513	29	2	2	2	N	513
33102	0	17	2	2	2	L	256
33102	256	17	2	2	2	W	513
33103	512	17	2	2	2	W	513
33103	257	2	2	2	1	E	0
33104	512	31	2	2	1	L	0
33104	1	2	2	2	1	E	0
33105	513	17	2	2	2	N	513
33106	0	2	2	2	1	S	0
33106	256	31	2	2	1	E	0
33106	256	17	2	2	2	W	514
33107	0	31	2	2	1	E	0
33107	512	17	2	2	2	W	514
33108	0	9	3	3	1	L	0
33110	256	17	2	2	2	W	256
33109	513	17	2	4	2	N	514
33112	258	31	2	2	1	L	0
33113	514	17	2	2	2	N	514
33114	2	31	2	2	1	E	0
33116	1	31	2	2	1	S	0
33127	513	2	2	2	1	L	0
33129	257	2	2	2	1	E	0
33130	1	2	2	2	1	E	0
33134	0	19	2	2	2	L	8192
33137	0	20	10	10	2	L	8192
33148	0	19	2	2	2	L	8192
33151	0	20	10	10	2	L	8192
33162	0	19	2	2	2	L	8192
33165	0	20	10	18	2	L	8192
33177	0	31	2	9	1	S	0
33184	0	29	2	4	2	L	1
33187	0	2	2	2	1	S	0
33189	0	29	2	6	2	L	256
33196	0	17	2	4	2	L	256
33201	0	29	2	2	2	L	2
33204	0	29	2	6	2	L	514
33208	1	29	2	2	2	N	1
33211	0	29	2	2	2	L	2
33212	256	29	2	2	2	W	256
33216	0	29	2	2	2	L	512
33216	256	17	2	2	2	W	256
33219	0	29	2	2	2	L	0
33220	1	29	2	2	2	N	2
33221	2	29	2	2	2	N	2
33224	0	29	2	2	2	L	513
33224	256	29	2	2	2	W	514
33225	512	29	2	2	2	W	514
33227	0	16	2	2	2	L	2
33227	513	29	2	2	2	N	514
33228	1	29	2	2	2	N	2
33228	514	29	2	2	2	N	514
33229	2	29	2	2	2	N	2
33232	0	29	2	2	2	L	513
33232	256	29	2	2	2	W	512
33233	512	29	2	2	2	W	512
33235	0	29	2	2	2	L	257
33236	1	9	3	3	1	L	0
33237	2	2	2	2	1	L	0
33238	0	9	3	3	1	S	0
33239	1	2	2	2	1	S	0
33239	256	9	3	3	1	L	0
33240	256	29	2	2	2	W	513
33241	0	19	2	2	2	L	8192
33241	512	29	2	2	2	W	513
33242	0	2	2	2	1	S	0
33241	0	9	3	3	1	E	0
33243	513	29	2	2	2	N	513
33244	1	16	2	2	2	N	2
33245	2	16	2	2	2	N	2
33248	256	29	2	2	2	W	513
33249	512	29	2	2	2	W	513
33251	513	29	2	2	2	N	513
33251	2	2	2	2	1	L	0
33251	514	31	2	2	1	L	0
33252	256	29	2	2	2	W	257
33253	1	2	2	2	1	S	0
33253	258	31	2	2	1	E	0
33254	0	2	2	2	1	S	0
33244	0	20	10	12	2	L	8192
33254	257	29	2	2	2	N	257
33254	2	31	2	2	1	E	0
33255	512	9	3	3	1	L	0
33256	1	31	2	2	1	S	0
33257	0	31	2	2	1	S	0
33257	256	9	3	3	1	E	0
33258	0	9	3	3	1	E	0
33257	0	29	2	4	2	L	1
33262	0	31	2	2	1	L	0
33262	0	29	2	2	2	L	256
33265	0	17	2	2	2	L	257
33268	0	29	2	4	2	L	2
33271	513	2	2	2	1	L	0
33273	257	2	2	2	1	E	0
33274	1	2	2	2	1	E	0
33274	513	2	2	2	1	L	0
33276	0	2	2	2	1	S	0
33273	0	29	2	5	2	L	514
33276	1	29	2	2	2	N	1
33277	257	2	2	2	1	E	0
33278	1	2	2	2	1	E	0
33279	0	29	2	2	2	L	258
33280	0	2	2	2	1	S	0
33280	256	29	2	2	2	W	256
33284	0	17	2	2	2	L	512
33284	256	17	2	2	2	W	257
33286	257	17	2	2	2	N	257
33288	1	29	2	2	2	N	2
33289	2	29	2	2	2	N	2
33291	0	29	2	2	2	L	513
33292	256	29	2	2	2	W	514
33293	512	29	2	2	2	W	514
33295	513	29	2	2	2	N	514
33296	256	29	2	2	2	W	258
33296	514	29	2	2	2	N	514
33297	1	31	2	2	1	L	0
33298	257	29	2	2	2	N	258
33299	0	31	2	2	1	S	0
33299	258	29	2	2	2	N	258
33300	256	17	2	2	2	W	512
33301	512	17	2	2	2	W	512
33303	256	31	2	2	1	L	0
33304	256	29	2	2	2	W	513
33305	0	31	2	2	1	E	0
33305	512	29	2	2	2	W	513
33304	1	9	3	3	1	L	0
33305	2	2	2	2	1	L	0
33307	1	2	2	2	1	S	0
33307	257	31	2	2	1	L	0
33307	513	29	2	2	2	N	513
33309	1	31	2	2	1	E	0
33314	0	19	2	2	2	L	8192
33318	514	9	3	3	1	L	0
33320	258	9	3	3	1	E	0
33321	2	9	3	3	1	E	0
33323	258	2	2	2	1	L	0
33317	0	20	10	10	2	L	8192
33327	258	2	2	2	1	L	0
33328	0	29	2	2	2	L	512
33306	0	9	3	28	1	S	0
33333	0	29	2	2	2	L	0
33336	0	17	2	2	2	L	512
33336	256	29	2	2	2	W	512
33337	512	29	2	2	2	W	512
33338	0	31	2	2	1	S	0
33344	256	17	2	2	2	W	512
33345	512	17	2	2	2	W	512
33351	0	29	2	2	2	L	2
33353	1	29	2	2	2	N	2
33354	2	29	2	2	2	N	2
33360	0	9	3	3	1	L	0
33365	512	9	3	3	1	L	0
33367	256	9	3	3	1	E	0
33368	0	9	3	3	1	E	0
33375	0	19	2	2	2	L	8192
33382	2	2	2	2	1	L	0
33385	2	31	2	2	1	L	0
33378	0	20	10	10	2	L	8192
33412	0	29	2	2	2	L	513
33414	256	29	2	2	2	W	513
33415	512	29	2	2	2	W	513
33416	0	29	2	2	2	L	513
33417	513	29	2	2	2	N	513
33418	256	29	2	2	2	W	513
33419	512	29	2	2	2	W	513
33419	0	29	4	4	2	L	1
33421	513	29	2	2	2	N	513
33424	0	16	2	2	2	L	0
33422	1	29	4	4	2	N	1
33417	0	2	2	10	1	S	0
33323	1	9	3	106	1	S	0
33325	2	2	2	105	1	E	0
33441	513	2	2	2	1	L	0
33443	257	2	2	2	1	E	0
33444	1	2	2	2	1	E	0
33446	0	29	2	2	2	L	256
33448	256	29	2	2	2	W	256
33450	0	18	2	2	2	L	0
33453	0	18	2	2	2	L	256
33456	256	18	2	2	2	W	256
33472	256	9	3	3	1	L	0
33474	0	9	3	3	1	E	0
33481	0	29	2	2	2	L	1
33483	1	29	2	2	2	N	1
33487	0	29	2	2	2	L	512
33489	256	29	2	2	2	W	512
33490	512	29	2	2	2	W	512
33493	0	29	2	2	2	L	0
33488	1	2	2	8	1	S	0
33486	0	9	3	12	1	S	0
33499	0	2	2	2	1	S	0
33499	0	29	4	4	2	L	257
33502	0	2	2	2	1	S	0
33501	256	29	4	4	2	W	257
33500	1	2	2	5	1	S	0
33504	0	29	2	2	2	L	256
33432	2	2	2	74	1	E	0
33503	257	29	4	4	2	N	257
33506	0	2	2	2	1	S	0
33507	0	29	2	2	2	L	2
33507	256	29	2	2	2	W	256
33506	1	31	2	3	1	S	0
33509	0	31	2	2	1	S	0
33510	0	17	2	2	2	L	514
33510	1	2	2	2	1	S	0
33511	1	29	2	2	2	N	2
33512	2	29	2	2	2	N	2
33513	512	31	2	2	1	L	0
33515	256	31	2	2	1	E	0
33515	256	17	2	2	2	W	514
33516	0	31	2	2	1	E	0
33516	512	17	2	2	2	W	514
33515	1	9	3	3	1	L	0
33518	513	17	2	2	2	N	514
33519	514	17	2	2	2	N	514
33521	0	9	3	3	1	L	0
33534	2	2	2	2	1	L	0
33534	256	9	3	3	1	L	0
33543	257	31	2	2	1	L	0
33545	1	31	2	2	1	E	0
33546	0	29	2	2	2	L	514
33548	256	29	2	2	2	W	514
33549	512	29	2	2	2	W	514
33512	0	2	2	40	1	S	0
33536	1	2	2	17	1	S	0
33551	513	29	2	2	2	N	514
33552	0	17	2	2	2	L	256
33552	514	29	2	2	2	N	514
33536	0	9	3	20	1	E	0
33554	256	17	2	2	2	W	256
33555	0	29	2	2	2	L	2
33558	0	18	2	2	2	L	2
33558	1	29	2	2	2	N	2
33559	2	29	2	2	2	N	2
33553	0	9	3	10	1	S	0
33561	0	18	2	2	2	L	258
33562	1	18	2	2	2	N	2
33563	2	18	2	2	2	N	2
33564	0	29	2	2	2	L	2
33566	256	18	2	2	2	W	258
33567	0	29	2	2	2	L	512
33568	0	31	2	2	1	S	0
33568	257	18	2	2	2	N	258
33569	258	18	2	2	2	N	258
33570	0	29	2	2	2	L	0
33570	1	29	2	2	2	N	2
33571	0	2	2	2	1	S	0
33571	2	29	2	2	2	N	2
33573	0	17	2	2	2	L	257
33574	256	29	2	2	2	W	512
33575	512	29	2	2	2	W	512
33576	0	29	2	2	2	L	256
33579	0	19	2	2	2	L	8192
33579	2	2	2	2	1	L	0
33581	1	2	2	2	1	S	0
33580	514	9	3	3	1	L	0
33582	0	2	2	2	1	S	0
33582	256	17	2	2	2	W	257
33582	258	9	3	3	1	E	0
33584	257	17	2	2	2	N	257
33583	2	9	3	3	1	E	0
33586	256	29	2	2	2	W	256
33585	1	9	3	3	1	S	0
33586	0	9	3	3	1	S	0
33582	0	20	10	10	2	L	8192
33593	0	29	2	2	2	L	1
33596	0	29	2	2	2	L	257
33597	512	9	3	3	1	L	0
33599	0	31	2	2	1	L	0
33599	0	29	2	2	2	L	2
33599	256	9	3	3	1	E	0
33600	0	9	3	3	1	E	0
33602	2	31	2	2	1	L	0
33602	0	29	2	4	2	L	2
33604	1	31	2	2	1	S	0
33605	0	31	2	2	1	S	0
33609	256	31	2	2	1	L	0
33607	0	29	2	5	2	L	514
33610	1	29	2	2	2	N	1
33611	0	31	2	2	1	E	0
33613	0	29	2	2	2	L	258
33614	256	29	2	2	2	W	257
33616	257	29	2	2	2	N	257
33618	0	29	2	2	2	L	0
33618	1	29	2	2	2	N	2
33619	2	29	2	2	2	N	2
33622	1	29	2	2	2	N	2
33623	0	17	2	2	2	L	512
33623	2	29	2	2	2	N	2
33626	0	29	2	2	2	L	513
33626	256	29	2	2	2	W	514
33627	512	29	2	2	2	W	514
33627	513	31	2	2	1	L	0
33629	257	31	2	2	1	E	0
33629	513	29	2	2	2	N	514
33630	256	29	2	2	2	W	258
33630	1	31	2	2	1	E	0
33630	514	29	2	2	2	N	514
33632	0	31	2	2	1	S	0
33632	0	19	2	2	2	L	8192
33632	257	29	2	2	2	N	258
33633	258	29	2	2	2	N	258
33636	257	31	2	2	1	L	0
33638	256	17	2	2	2	W	512
33637	1	9	3	3	1	L	0
33638	1	31	2	2	1	E	0
33639	512	17	2	2	2	W	512
33639	0	9	3	3	1	S	0
33642	256	29	2	2	2	W	513
33642	2	2	2	2	1	L	0
33643	512	29	2	2	2	W	513
33644	1	2	2	2	1	S	0
33635	0	20	10	12	2	L	8192
33645	513	29	2	2	2	N	513
33649	258	2	2	2	1	L	0
33651	2	2	2	2	1	E	0
33653	514	31	2	2	1	L	0
33654	0	9	3	3	1	L	0
33655	2	2	2	2	1	L	0
33655	258	31	2	2	1	E	0
33665	0	29	2	2	2	L	512
33667	256	29	2	2	2	W	512
33668	512	29	2	2	2	W	512
33670	0	31	2	2	1	S	0
33681	0	29	2	2	2	L	258
33683	256	29	2	2	2	W	258
33684	0	17	2	2	2	L	512
33685	257	29	2	2	2	N	258
33656	2	31	2	31	1	E	0
33686	258	29	2	2	2	N	258
33683	0	2	2	6	1	S	0
33687	0	16	2	2	2	L	0
33687	256	17	2	2	2	W	512
33688	512	17	2	2	2	W	512
33653	1	2	2	37	1	S	0
33690	0	2	2	2	1	S	0
33691	1	2	2	2	1	S	0
33690	0	29	4	4	2	L	513
33695	256	29	4	4	2	W	513
33696	512	9	3	3	1	L	0
33696	512	29	4	4	2	W	513
33698	256	9	3	3	1	E	0
33699	0	9	3	3	1	E	0
33698	513	29	4	4	2	N	513
33702	258	2	2	2	1	L	0
33704	2	2	2	2	1	E	0
33710	0	29	2	2	2	L	256
33712	256	29	2	2	2	W	256
33713	0	19	2	2	2	L	8192
33716	0	20	10	10	2	L	8192
33727	0	18	2	2	2	L	0
33730	0	18	2	2	2	L	256
33734	256	9	3	3	1	L	0
33738	513	31	2	2	1	L	0
33740	256	18	2	2	2	W	256
33740	257	31	2	2	1	E	0
33741	1	31	2	2	1	E	0
33751	0	29	2	2	2	L	2
33753	1	29	2	2	2	N	2
33754	2	29	2	2	2	N	2
33765	0	29	2	2	2	L	1
33767	1	29	2	2	2	N	1
33693	0	2	2	78	1	S	0
33694	1	31	2	78	1	S	0
33773	0	29	2	2	2	L	0
33778	0	9	3	3	1	E	0
33772	0	31	2	11	1	S	0
33779	0	29	4	4	2	L	257
33781	256	29	4	4	2	W	257
33784	0	17	2	2	2	L	257
33783	257	29	4	4	2	N	257
33787	0	29	2	2	2	L	258
33787	256	17	2	2	2	W	257
33784	0	31	2	6	1	S	0
33774	1	2	2	17	1	S	0
33789	257	17	2	2	2	N	257
33790	0	29	2	2	2	L	512
33791	0	2	2	2	1	S	0
33791	256	29	2	2	2	W	258
33793	257	29	2	2	2	N	258
33794	258	29	2	2	2	N	258
33795	256	29	2	2	2	W	512
33794	1	9	3	3	1	L	0
33796	512	29	2	2	2	W	512
33801	0	9	3	3	1	L	0
33810	257	31	2	2	1	L	0
33812	1	31	2	2	1	E	0
33816	258	2	2	2	1	L	0
33818	2	2	2	2	1	E	0
33819	512	31	2	2	1	L	0
33820	1	2	2	2	1	S	0
33821	256	31	2	2	1	E	0
33822	0	31	2	2	1	E	0
33827	0	19	2	2	2	L	8192
33830	0	20	10	10	2	L	8192
33864	0	29	2	2	2	L	2
33866	1	29	2	2	2	N	2
33867	2	29	2	2	2	N	2
33868	0	29	2	2	2	L	2
33796	0	9	3	75	1	S	0
33870	1	29	2	2	2	N	2
33871	0	29	2	2	2	L	256
33871	2	29	2	2	2	N	2
33874	256	29	2	2	2	W	256
33876	0	29	2	2	2	L	513
33878	256	29	2	2	2	W	513
33879	0	29	2	2	2	L	514
33879	512	29	2	2	2	W	513
33881	513	29	2	2	2	N	513
33882	0	31	2	2	1	S	0
33882	0	17	2	2	2	L	1
33882	256	29	2	2	2	W	514
33883	512	29	2	2	2	W	514
33885	0	2	2	2	1	S	0
33885	0	29	2	2	2	L	512
33885	513	29	2	2	2	N	514
33886	1	17	2	2	2	N	1
33886	514	29	2	2	2	N	514
33888	0	29	2	2	2	L	0
33890	256	29	2	2	2	W	512
33890	2	2	2	2	1	L	0
33891	512	29	2	2	2	W	512
33892	1	2	2	2	1	S	0
33893	0	2	2	2	1	S	0
33893	0	29	2	2	2	L	1
33898	1	29	2	2	2	N	1
33899	0	29	4	4	2	L	257
33901	513	31	2	2	1	L	0
33901	256	9	3	3	1	L	0
33903	257	31	2	2	1	E	0
33903	0	9	3	3	1	E	0
33904	0	17	2	2	2	L	1
33902	256	29	4	4	2	W	257
33904	1	31	2	2	1	E	0
33906	0	31	2	2	1	S	0
33904	257	29	4	4	2	N	257
33907	0	17	2	2	2	L	512
33908	1	17	2	2	2	N	1
33908	514	9	3	3	1	L	0
33910	258	9	3	3	1	E	0
33912	0	19	2	2	2	L	8192
33912	256	17	2	2	2	W	512
33911	2	9	3	3	1	E	0
33913	512	17	2	2	2	W	512
33913	512	9	3	3	1	L	0
33913	1	9	3	3	1	S	0
33915	0	31	2	2	1	L	0
33914	0	9	3	3	1	S	0
33915	256	9	3	3	1	E	0
33916	0	9	3	3	1	E	0
33915	0	20	10	10	2	L	8192
33926	0	29	2	2	2	L	256
33928	1	9	3	3	1	L	0
33930	0	9	3	3	1	S	0
33929	0	29	4	4	2	L	513
33931	257	31	2	2	1	L	0
33933	1	31	2	2	1	E	0
33934	0	17	2	2	2	L	514
33934	257	31	2	2	1	L	0
33935	0	31	2	2	1	S	0
33936	256	29	2	2	2	W	256
33937	1	31	2	2	1	E	0
33938	0	19	2	2	2	L	8192
33940	256	29	4	4	2	W	513
33941	512	29	4	4	2	W	513
33943	513	29	4	4	2	N	513
33946	256	17	2	2	2	W	514
33947	512	17	2	2	2	W	514
33949	513	17	2	2	2	N	514
